citizen_id,scheme_id,gold_label,bge_score
CP-078,IW600-TN-TN-052,0,0.46637988090515137
CP-030,IW600-TN-TN-002,0,0.5379608273506165
CP-090,IW600-MS-CEN-005,0,0.4794321656227112
CP-043,IW600-MS-MH-019,0,0.5899360775947571
CP-021,IW600-MS-CEN-006,1,0.5871231555938721
CP-033,IW600-JS-CEN-004,1,0.6347642540931702
CP-080,IW600-JS-CEN-001,1,0.5068964958190918
CP-018,IW600-MS-KA-020,0,0.6720957159996033
CP-042,IW600-MS-CH-008,0,0.6090946197509766
CP-047,IW600-UK-GBR-054,0,0.43508976697921753
CP-022,IW600-TN-TN-080,0,0.5817505121231079
CP-065,IW600-MS-DN-002,0,0.42377692461013794
CP-062,IW600-JS-CEN-013,0,0.6088034510612488
CP-030,IW600-MS-GJ-016,0,0.4489753246307373
CP-084,IW600-JS-CEN-013,0,0.5856577157974243
CP-040,IW600-TN-TN-074,0,0.6158660054206848
CP-015,IW600-MS-KA-015,0,0.5256412029266357
CP-038,IW600-MS-CEN-001,0,0.5983530282974243
CP-024,IW600-JS-CEN-012,1,0.42218536138534546
CP-063,IW600-TN-TN-115,0,0.5066719651222229
CP-030,IW600-JS-CEN-009,0,0.5848131775856018
CP-015,IW600-MS-RJ-014,0,0.5295676589012146
CP-001,IW600-TN-TN-055,1,0.6515783071517944
CP-097,IW600-JS-CEN-004,1,0.6324046850204468
CP-091,IW600-US-USA-024,0,0.545264720916748
CP-064,IW600-MS-BR-012,1,0.6036635041236877
CP-058,IW600-TN-TN-130,0,0.565345287322998
CP-087,IW600-MS-CEN-002,1,0.5195659399032593
CP-061,IW600-MS-GJ-009,0,0.6487810611724854
CP-100,IW600-US-USA-045,0,0.5724713802337646
CP-080,IW600-UK-GBR-010,0,0.4571543335914612
CP-007,IW600-MS-GJ-016,0,0.5013408660888672
CP-048,IW600-MS-GA-005,0,0.512529194355011
CP-040,IW600-UK-GBR-032,0,0.5347208976745605
CP-002,IW600-MS-CG-017,0,0.5438172817230225
CP-067,IW600-MS-CEN-001,0,0.5823157429695129
CP-074,IW600-MS-SK-001,0,0.4914846122264862
CP-002,IW600-TN-TN-094,1,0.6712632179260254
CP-055,IW600-MS-KL-015,0,0.5857099294662476
CP-030,IW600-MS-UP-004,0,0.7153930068016052
CP-032,IW600-TN-TN-086,0,0.5840479135513306
CP-016,IW600-MS-KL-002,0,0.6013774871826172
CP-091,IW600-MS-AR-007,1,0.6338158845901489
CP-050,IW600-JS-CEN-012,1,0.42826586961746216
CP-036,IW600-UK-GBR-059,0,0.46127018332481384
CP-025,IW600-JS-CEN-014,1,0.5243440866470337
CP-015,IW600-MS-CEN-003,1,0.6242903470993042
CP-028,IW600-MS-UP-002,0,0.6693975329399109
CP-067,IW600-TN-TN-052,0,0.5065719485282898
CP-001,IW600-JS-CEN-004,1,0.6343895196914673
CP-049,IW600-TN-TN-053,0,0.5545023083686829
CP-021,IW600-MS-AP-013,0,0.6229082345962524
CP-032,IW600-UK-GBR-028,0,0.4595364034175873
CP-064,IW600-MS-BR-006,0,0.4579887390136719
CP-042,IW600-UK-GBR-011,0,0.45787596702575684
CP-015,IW600-TN-TN-099,0,0.5543243288993835
CP-078,IW600-TN-TN-082,0,0.5515842437744141
CP-096,IW600-MS-KA-008,0,0.6510059237480164
CP-093,IW600-MS-CEN-001,0,0.5901342630386353
CP-042,IW600-US-USA-008,0,0.5308820009231567
CP-079,IW600-MS-CEN-002,1,0.5033425092697144
CP-042,IW600-TN-TN-022,0,0.49346789717674255
CP-047,IW600-MS-MH-009,0,0.6298357248306274
CP-059,IW600-JS-CEN-006,0,0.609642744064331
CP-045,IW600-UK-GBR-049,0,0.5019453763961792
CP-023,IW600-MS-KL-019,0,0.5306289792060852
CP-073,IW600-JS-CEN-010,0,0.6188528537750244
CP-096,IW600-MS-KA-015,0,0.5353502035140991
CP-055,IW600-TN-TN-125,0,0.5690903663635254
CP-011,IW600-JS-CEN-012,1,0.4858599305152893
CP-007,IW600-UK-GBR-025,0,0.46648868918418884
CP-072,IW600-MS-KA-020,0,0.640596866607666
CP-100,IW600-UK-GBR-037,0,0.4921789765357971
CP-079,IW600-UK-GBR-017,0,0.4205351769924164
CP-096,IW600-JS-CEN-001,1,0.5605958700180054
CP-007,IW600-MS-UP-018,0,0.6595380306243896
CP-001,IW600-MS-CEN-005,0,0.5413714647293091
CP-079,IW600-TN-TN-010,0,0.5200452208518982
CP-016,IW600-TN-TN-073,0,0.5483427047729492
CP-078,IW600-MS-CG-016,1,0.5284797549247742
CP-061,IW600-MS-CG-017,0,0.5719888210296631
CP-007,IW600-JS-CEN-014,1,0.5016526579856873
CP-091,IW600-MS-UP-007,0,0.6225289702415466
CP-017,IW600-MS-CEN-005,0,0.5168794393539429
CP-056,IW600-MS-GJ-016,0,0.5012118816375732
CP-035,IW600-JS-CEN-004,1,0.6166994571685791
CP-059,IW600-JS-CEN-007,0,0.4899621605873108
CP-006,IW600-TN-TN-057,1,0.6427285075187683
CP-053,IW600-MS-GJ-001,0,0.4893184304237366
CP-013,IW600-MS-KA-009,0,0.53525710105896
CP-066,IW600-UK-GBR-058,0,0.5331573486328125
CP-015,IW600-MS-CEN-005,0,0.494260311126709
CP-048,IW600-MS-MH-003,0,0.6139723658561707
CP-029,IW600-MS-UP-017,0,0.5603460073471069
CP-081,IW600-US-USA-043,0,0.49507325887680054
CP-015,IW600-MS-KA-018,0,0.5133849382400513
CP-097,IW600-MS-RJ-006,0,0.4989241063594818
CP-005,IW600-TN-TN-050,1,0.5791860222816467
CP-030,IW600-JS-CEN-001,1,0.5385571122169495
CP-097,IW600-MS-AS-008,0,0.5221323370933533
CP-020,IW600-MS-AP-005,0,0.5821917057037354
CP-073,IW600-JS-CEN-006,0,0.6172753572463989
CP-091,IW600-JS-CEN-012,1,0.4915136694908142
CP-002,IW600-UK-GBR-001,0,0.5171400308609009
CP-063,IW600-MS-BR-001,0,0.5516107082366943
CP-064,IW600-UK-GBR-030,0,0.4606702923774719
CP-042,IW600-TN-TN-087,0,0.5776299238204956
CP-088,IW600-MS-CEN-005,0,0.4924302101135254
CP-004,IW600-MS-CEN-002,1,0.49745941162109375
CP-083,IW600-TN-TN-042,0,0.5254625082015991
CP-048,IW600-UK-GBR-021,0,0.4414229393005371
CP-026,IW600-MS-UP-003,1,0.719651997089386
CP-046,IW600-MS-AS-019,0,0.4536131024360657
CP-017,IW600-UK-GBR-051,0,0.5201319456100464
CP-013,IW600-MS-AP-013,0,0.566103458404541
CP-026,IW600-JS-CEN-015,0,0.6050780415534973
CP-090,IW600-MS-CEN-002,1,0.4924929440021515
CP-081,IW600-TN-TN-053,0,0.558696985244751
CP-088,IW600-JS-CEN-013,0,0.6150375604629517
CP-081,IW600-UK-GBR-051,0,0.4881981909275055
CP-015,IW600-MS-KL-018,0,0.6009124517440796
CP-091,IW600-UK-GBR-018,0,0.49559715390205383
CP-060,IW600-JS-CEN-006,0,0.6225826144218445
CP-005,IW600-MS-AN-003,0,0.5304054021835327
CP-030,IW600-TN-TN-103,0,0.5697823762893677
CP-048,IW600-MS-MH-011,0,0.6513975858688354
CP-082,IW600-JS-CEN-011,0,0.6196500658988953
CP-097,IW600-TN-TN-127,0,0.6100717782974243
CP-097,IW600-MS-KA-011,0,0.5336185097694397
CP-012,IW600-MS-AN-011,0,0.4980086088180542
CP-015,IW600-TN-TN-073,0,0.5627615451812744
CP-069,IW600-UK-GBR-039,0,0.5558187961578369
CP-072,IW600-UK-GBR-033,0,0.48901796340942383
CP-029,IW600-US-USA-033,0,0.5325706005096436
CP-031,IW600-JS-CEN-004,1,0.5918068885803223
CP-047,IW600-JS-CEN-003,1,0.6242331266403198
CP-055,IW600-MS-HP-014,0,0.4512755572795868
CP-050,IW600-MS-MH-014,0,0.6501268148422241
CP-030,IW600-US-USA-009,0,0.4846990704536438
CP-021,IW600-MS-AP-017,0,0.6279864311218262
CP-051,IW600-MS-CEN-002,1,0.4791715443134308
CP-057,IW600-MS-GJ-001,0,0.5301355123519897
CP-083,IW600-MS-AP-006,0,0.5880700349807739
CP-040,IW600-US-USA-010,0,0.4710659980773926
CP-008,IW600-MS-CEN-002,1,0.5323476791381836
CP-100,IW600-US-USA-033,0,0.5872377157211304
CP-063,IW600-MS-CEN-002,1,0.4944854974746704
CP-091,IW600-US-USA-012,0,0.6061668992042542
CP-011,IW600-TN-TN-015,0,0.49025189876556396
CP-055,IW600-US-USA-023,0,0.533753514289856
CP-100,IW600-US-USA-019,0,0.4955665171146393
CP-022,IW600-MS-AP-005,0,0.5582972764968872
CP-073,IW600-JS-CEN-013,0,0.6018874645233154
CP-015,IW600-MS-RJ-017,0,0.4849645495414734
CP-055,IW600-MS-HP-004,0,0.45638009905815125
CP-092,IW600-MS-AR-007,1,0.6415330767631531
CP-099,IW600-JS-CEN-004,1,0.5944786667823792
CP-021,IW600-MS-DL-002,0,0.6001832485198975
CP-061,IW600-UK-GBR-057,0,0.5885337591171265
CP-030,IW600-JS-CEN-005,0,0.5931320190429688
CP-055,IW600-MS-BR-012,0,0.543004035949707
CP-007,IW600-MS-MH-013,0,0.6187605857849121
CP-004,IW600-TN-TN-067,0,0.5362998843193054
CP-002,IW600-MS-CH-012,0,0.5333767533302307
CP-077,IW600-MS-CG-001,0,0.6759911775588989
CP-052,IW600-MS-GJ-001,0,0.5075616240501404
CP-052,IW600-MS-GJ-007,1,0.6320407390594482
CP-080,IW600-JS-CEN-013,0,0.6181914806365967
CP-075,IW600-JS-CEN-004,1,0.5400861501693726
CP-007,IW600-MS-GA-003,0,0.5529335141181946
CP-085,IW600-TN-TN-125,0,0.5492804050445557
CP-020,IW600-UK-GBR-030,0,0.5354790687561035
CP-008,IW600-TN-TN-073,0,0.5599485039710999
CP-044,IW600-MS-RJ-017,0,0.4464913308620453
CP-080,IW600-TN-TN-116,0,0.4986215829849243
CP-042,IW600-MS-KA-001,0,0.46697959303855896
CP-034,IW600-JS-CEN-013,0,0.6295842528343201
CP-016,IW600-MS-AP-018,0,0.5127007961273193
CP-013,IW600-MS-CEN-006,1,0.5920030474662781
CP-073,IW600-MS-CEN-006,0,0.556252121925354
CP-049,IW600-MS-MH-007,0,0.516248345375061
CP-098,IW600-MS-AP-010,0,0.4246708154678345
CP-012,IW600-MS-AP-012,0,0.5523346662521362
CP-082,IW600-UK-GBR-028,0,0.4569522440433502
CP-019,IW600-MS-AP-016,0,0.5835787653923035
CP-097,IW600-TN-TN-053,0,0.5932996273040771
CP-019,IW600-MS-AP-018,1,0.5329664945602417
CP-063,IW600-JS-CEN-006,0,0.5865838527679443
CP-050,IW600-TN-TN-039,0,0.5085031986236572
CP-047,IW600-MS-MH-001,0,0.6208213567733765
CP-061,IW600-UK-GBR-041,0,0.47758257389068604
CP-047,IW600-JS-CEN-012,1,0.5397046208381653
CP-083,IW600-MS-CG-001,0,0.602052628993988
CP-034,IW600-MS-CEN-001,0,0.593718409538269
CP-006,IW600-MS-UP-015,0,0.4976913630962372
CP-023,IW600-MS-BR-001,0,0.49601849913597107
CP-092,IW600-US-USA-029,0,0.5007530450820923
CP-006,IW600-JS-CEN-002,0,0.6243219375610352
CP-014,IW600-TN-TN-102,0,0.6532785296440125
CP-004,IW600-TN-TN-117,1,0.5081988573074341
CP-056,IW600-MS-GJ-001,0,0.46768075227737427
CP-039,IW600-MS-CEN-002,1,0.5569969415664673
CP-014,IW600-MS-DL-011,0,0.5300908088684082
CP-060,IW600-MS-CEN-006,0,0.5769171118736267
CP-065,IW600-MS-GA-013,0,0.4573734998703003
CP-006,IW600-TN-TN-106,1,0.6219726800918579
CP-099,IW600-MS-GA-020,0,0.5260483026504517
CP-034,IW600-MS-CEN-002,1,0.510140597820282
CP-019,IW600-US-USA-021,0,0.5003103017807007
CP-015,IW600-MS-KL-008,0,0.5634593963623047
CP-030,IW600-TN-TN-099,0,0.5366438031196594
CP-042,IW600-US-USA-045,0,0.5265988111495972
CP-050,IW600-US-USA-010,0,0.4709925055503845
CP-029,IW600-MS-UP-019,0,0.7126182317733765
CP-030,IW600-MS-CG-004,0,0.5730440616607666
CP-084,IW600-JS-CEN-008,0,0.4700947403907776
CP-006,IW600-TN-TN-131,1,0.6310324668884277
CP-014,IW600-MS-KL-008,0,0.6214779615402222
CP-024,IW600-TN-TN-049,0,0.509684681892395
CP-089,IW600-JS-CEN-011,1,0.5840798616409302
CP-064,IW600-UK-GBR-022,0,0.4601331353187561
CP-006,IW600-TN-TN-094,1,0.6303415298461914
CP-089,IW600-JS-CEN-013,0,0.6182450652122498
CP-007,IW600-MS-RJ-018,0,0.5518667697906494
CP-097,IW600-JS-CEN-006,0,0.6375921368598938
CP-091,IW600-MS-CG-016,0,0.5390127897262573
CP-097,IW600-JS-CEN-001,1,0.5537459850311279
CP-023,IW600-MS-HR-006,0,0.5777153968811035
CP-091,IW600-MS-KL-006,0,0.5497146844863892
CP-053,IW600-UK-GBR-002,0,0.510290265083313
CP-036,IW600-TN-TN-105,0,0.5858572125434875
CP-013,IW600-MS-CEN-002,1,0.5168696641921997
CP-031,IW600-TN-TN-049,0,0.5049384236335754
CP-042,IW600-UK-GBR-020,0,0.5325626730918884
CP-063,IW600-JS-CEN-007,1,0.4949762523174286
CP-042,IW600-TN-TN-075,0,0.5290139317512512
CP-100,IW600-JS-CEN-005,0,0.5944008827209473
CP-062,IW600-TN-TN-086,0,0.5794695615768433
CP-098,IW600-MS-CEN-005,1,0.5134363770484924
CP-077,IW600-MS-CEN-004,0,0.44382062554359436
CP-004,IW600-JS-CEN-008,0,0.46231430768966675
CP-084,IW600-MS-KL-001,0,0.5167412757873535
CP-052,IW600-MS-GJ-013,0,0.6246848106384277
CP-060,IW600-UK-GBR-007,0,0.4761521816253662
CP-039,IW600-MS-CEN-001,0,0.648992657661438
CP-002,IW600-TN-TN-104,1,0.6660763025283813
CP-077,IW600-MS-CG-009,0,0.5212877988815308
CP-077,IW600-MS-AR-005,0,0.5499491691589355
CP-049,IW600-MS-CEN-002,1,0.5253168344497681
CP-006,IW600-TN-TN-087,0,0.6660169363021851
CP-024,IW600-MS-AP-018,0,0.5639936923980713
CP-085,IW600-MS-CEN-001,0,0.5736041069030762
CP-037,IW600-MS-RJ-002,0,0.7107407450675964
CP-038,IW600-UK-GBR-042,0,0.4921029210090637
CP-007,IW600-JS-CEN-004,1,0.6011625528335571
CP-072,IW600-MS-RJ-020,0,0.5251263380050659
CP-018,IW600-MS-CEN-003,0,0.5812933444976807
CP-007,IW600-MS-RJ-002,0,0.7055438160896301
CP-031,IW600-UK-GBR-022,0,0.46420061588287354
CP-021,IW600-JS-CEN-013,0,0.6425528526306152
CP-083,IW600-US-USA-003,0,0.46985742449760437
CP-048,IW600-UK-GBR-012,0,0.3685518503189087
CP-076,IW600-MS-CG-009,0,0.46926653385162354
CP-045,IW600-MS-MH-009,0,0.6041163206100464
CP-063,IW600-MS-BR-007,0,0.5945559144020081
CP-096,IW600-UK-GBR-046,0,0.46828630566596985
CP-020,IW600-JS-CEN-005,0,0.5712754726409912
CP-048,IW600-MS-CG-017,0,0.527929961681366
CP-032,IW600-MS-CEN-006,1,0.5879364013671875
CP-047,IW600-JS-CEN-013,0,0.644024133682251
CP-014,IW600-MS-DL-002,0,0.6414130330085754
CP-030,IW600-MS-MH-017,0,0.526617169380188
CP-089,IW600-MS-CEN-002,1,0.503085732460022
CP-030,IW600-MS-AP-013,0,0.5654745697975159
CP-058,IW600-MS-GJ-013,0,0.5557637810707092
CP-022,IW600-MS-CEN-001,0,0.5501787066459656
CP-062,IW600-MS-BR-009,0,0.6741628646850586
CP-045,IW600-JS-CEN-010,0,0.5498794317245483
CP-012,IW600-MS-HP-002,0,0.5972611904144287
CP-061,IW600-UK-GBR-053,0,0.5122548937797546
CP-046,IW600-MS-MH-011,0,0.6363959312438965
CP-100,IW600-JS-CEN-015,0,0.5882055163383484
CP-082,IW600-MS-CEN-001,0,0.620726466178894
CP-072,IW600-UK-GBR-018,0,0.46709388494491577
CP-014,IW600-MS-KL-019,1,0.7038119435310364
CP-077,IW600-UK-GBR-025,0,0.4603652358055115
CP-001,IW600-UK-GBR-013,0,0.519497275352478
CP-031,IW600-MS-CEN-002,1,0.5084465742111206
CP-008,IW600-UK-GBR-026,0,0.43836909532546997
CP-072,IW600-MS-CH-013,0,0.543108344078064
CP-005,IW600-MS-CEN-005,0,0.4625571370124817
CP-051,IW600-MS-CEN-005,0,0.5275797247886658
CP-006,IW600-JS-CEN-012,1,0.45262014865875244
CP-030,IW600-JS-CEN-010,0,0.6024885177612305
CP-046,IW600-MS-MH-009,0,0.6135436296463013
CP-087,IW600-JS-CEN-011,0,0.5969418883323669
CP-055,IW600-UK-GBR-046,0,0.45117443799972534
CP-008,IW600-MS-KA-020,1,0.6878494024276733
CP-023,IW600-MS-SK-001,0,0.48040351271629333
CP-027,IW600-UK-GBR-018,0,0.46070703864097595
CP-040,IW600-MS-KL-002,0,0.5566978454589844
CP-045,IW600-MS-MH-005,1,0.6458159685134888
CP-024,IW600-MS-AP-020,0,0.5578950643539429
CP-094,IW600-MS-AS-013,1,0.6303103566169739
CP-065,IW600-MS-CEN-005,0,0.47103577852249146
CP-020,IW600-US-USA-009,0,0.5117825865745544
CP-085,IW600-JS-CEN-013,0,0.5872163772583008
CP-015,IW600-MS-KL-017,0,0.6448009610176086
CP-091,IW600-JS-CEN-010,0,0.5770084261894226
CP-036,IW600-JS-CEN-009,1,0.5825930833816528
CP-024,IW600-UK-GBR-037,0,0.46029913425445557
CP-007,IW600-US-USA-013,0,0.547467052936554
CP-015,IW600-JS-CEN-012,1,0.4801174998283386
CP-060,IW600-TN-TN-028,0,0.49665385484695435
CP-042,IW600-TN-TN-042,0,0.4909357726573944
CP-023,IW600-JS-CEN-002,0,0.5598430633544922
CP-022,IW600-MS-AP-010,1,0.49231404066085815
CP-065,IW600-TN-TN-007,0,0.5527507066726685
CP-062,IW600-UK-GBR-005,0,0.45791441202163696
CP-041,IW600-MS-DL-004,0,0.615656316280365
CP-030,IW600-MS-UP-002,0,0.674263596534729
CP-083,IW600-US-USA-010,0,0.4927592873573303
CP-085,IW600-UK-GBR-025,0,0.40072283148765564
CP-062,IW600-UK-GBR-043,0,0.48297667503356934
CP-097,IW600-TN-TN-096,0,0.528337836265564
CP-013,IW600-TN-TN-014,0,0.5001755952835083
CP-020,IW600-UK-GBR-031,0,0.47778797149658203
CP-054,IW600-MS-GJ-013,0,0.5475006103515625
CP-026,IW600-MS-UP-005,0,0.5929644107818604
CP-017,IW600-MS-AS-012,0,0.5832118391990662
CP-042,IW600-MS-AS-005,0,0.5685824155807495
CP-042,IW600-MS-KL-013,0,0.581717848777771
CP-030,IW600-MS-UP-019,0,0.7235177755355835
CP-030,IW600-MS-UP-011,0,0.5515272617340088
CP-096,IW600-JS-CEN-004,1,0.6085236072540283
CP-010,IW600-JS-CEN-001,1,0.5223343372344971
CP-063,IW600-MS-BR-006,0,0.4736092984676361
CP-062,IW600-MS-BR-013,1,0.5681415796279907
CP-079,IW600-TN-TN-085,0,0.5950011014938354
CP-024,IW600-MS-AP-006,0,0.5971394777297974
CP-042,IW600-MS-KL-004,0,0.5257348418235779
CP-097,IW600-MS-UP-004,0,0.6481906175613403
CP-085,IW600-JS-CEN-007,1,0.48976999521255493
CP-004,IW600-TN-TN-044,1,0.5376123785972595
CP-009,IW600-MS-KA-012,0,0.6421831250190735
CP-083,IW600-MS-HP-006,0,0.5455582141876221
CP-018,IW600-MS-KL-019,1,0.6267368793487549
CP-042,IW600-TN-TN-108,0,0.4148786664009094
CP-030,IW600-MS-KA-004,0,0.52046138048172
CP-002,IW600-TN-TN-091,1,0.6486141681671143
CP-076,IW600-US-USA-037,0,0.4352837800979614
CP-084,IW600-UK-GBR-037,0,0.4644716680049896
CP-055,IW600-UK-GBR-048,0,0.4960896372795105
CP-028,IW600-JS-CEN-004,1,0.6607527732849121
CP-013,IW600-MS-CEN-001,0,0.6051625609397888
CP-063,IW600-JS-CEN-013,0,0.6130167245864868
CP-048,IW600-MS-CEN-001,0,0.6051753759384155
CP-014,IW600-UK-GBR-059,0,0.5243115425109863
CP-067,IW600-MS-MH-001,0,0.535719633102417
CP-030,IW600-JS-CEN-012,1,0.4843407869338989
CP-057,IW600-MS-GJ-013,0,0.5468762516975403
CP-011,IW600-MS-KA-015,1,0.5881434679031372
CP-009,IW600-MS-CEN-003,0,0.5507135391235352
CP-066,IW600-TN-TN-019,0,0.5306549072265625
CP-007,IW600-MS-KA-004,0,0.6279482841491699
CP-015,IW600-MS-HP-006,0,0.5467354655265808
CP-023,IW600-TN-TN-005,0,0.5435076355934143
CP-094,IW600-MS-KL-002,0,0.5413010120391846
CP-019,IW600-JS-CEN-013,0,0.6568477749824524
CP-082,IW600-MS-CEN-002,1,0.5424846410751343
CP-058,IW600-MS-CEN-005,0,0.48810309171676636
CP-002,IW600-TN-TN-131,1,0.6759336590766907
CP-015,IW600-MS-KL-011,0,0.6645896434783936
CP-080,IW600-JS-CEN-006,0,0.5714098215103149
CP-055,IW600-MS-RJ-018,0,0.5505738258361816
CP-094,IW600-MS-CEN-005,0,0.48695605993270874
CP-092,IW600-TN-TN-106,0,0.5244930982589722
CP-041,IW600-US-USA-029,0,0.4858747124671936
CP-052,IW600-JS-CEN-004,1,0.5970872044563293
CP-042,IW600-MS-BR-010,0,0.46197032928466797
CP-097,IW600-TN-TN-025,0,0.5485349893569946
CP-006,IW600-TN-TN-055,1,0.590967059135437
CP-038,IW600-TN-TN-049,0,0.4980780780315399
CP-033,IW600-MS-AR-005,0,0.5540412068367004
CP-056,IW600-UK-GBR-014,0,0.48648253083229065
CP-040,IW600-UK-GBR-045,0,0.5323619842529297
CP-023,IW600-MS-AP-002,0,0.6191726326942444
CP-080,IW600-JS-CEN-007,1,0.49512818455696106
CP-063,IW600-MS-CEN-005,0,0.47890505194664
CP-016,IW600-UK-GBR-018,0,0.49196574091911316
CP-055,IW600-MS-GJ-018,1,0.6653671860694885
CP-007,IW600-MS-KL-011,0,0.6789769530296326
CP-007,IW600-MS-GA-013,0,0.5123603343963623
CP-097,IW600-TN-TN-017,0,0.5438969135284424
CP-055,IW600-MS-UP-002,0,0.6169699430465698
CP-004,IW600-JS-CEN-013,0,0.591092586517334
CP-051,IW600-MS-MH-015,0,0.6657809019088745
CP-075,IW600-MS-CEN-002,1,0.496075302362442
CP-043,IW600-MS-KA-020,0,0.5975449681282043
CP-050,IW600-UK-GBR-004,0,0.4696947932243347
CP-023,IW600-TN-TN-073,0,0.5207656025886536
CP-011,IW600-TN-TN-085,0,0.63408362865448
CP-022,IW600-TN-TN-063,0,0.6157118678092957
CP-046,IW600-MS-AN-005,0,0.47916004061698914
CP-002,IW600-MS-KL-011,0,0.6342251896858215
CP-058,IW600-MS-GJ-001,0,0.5208449363708496
CP-023,IW600-MS-CG-002,0,0.5411407947540283
CP-035,IW600-MS-RJ-019,0,0.6750103235244751
CP-048,IW600-JS-CEN-001,1,0.5398286581039429
CP-079,IW600-JS-CEN-002,0,0.6178334951400757
