citizen_id,scheme_id,gold_label,tfidf_score
CP-028,IW600-MS-UP-002,0,0.07846681159421373
CP-067,IW600-TN-TN-052,0,0.0120508205381295
CP-001,IW600-JS-CEN-004,1,0.03697992312834219
CP-049,IW600-TN-TN-053,0,0.005902645338797119
CP-021,IW600-MS-AP-013,0,0.03713403440344639
CP-032,IW600-UK-GBR-028,0,0.0032065023413709614
CP-064,IW600-MS-BR-006,0,0.022834457665844986
CP-042,IW600-UK-GBR-011,0,0.003092077456850862
CP-015,IW600-TN-TN-099,0,0.002090353802314853
CP-078,IW600-TN-TN-082,0,0.020317921609555194
CP-096,IW600-MS-KA-008,0,0.045576844980733694
CP-093,IW600-MS-CEN-001,0,0.017606940280399407
CP-042,IW600-US-USA-008,0,0.006760241964645671
CP-079,IW600-MS-CEN-002,1,0.0
CP-042,IW600-TN-TN-022,0,0.001858164854265433
CP-047,IW600-MS-MH-009,0,0.04385766110862433
CP-059,IW600-JS-CEN-006,0,0.032347565365125626
CP-045,IW600-UK-GBR-049,0,0.005570075973997612
CP-023,IW600-MS-KL-019,0,0.004249565061212555
CP-073,IW600-JS-CEN-010,0,0.06383727760734764
CP-096,IW600-MS-KA-015,0,0.013234384323655654
CP-055,IW600-TN-TN-125,0,0.02555147376198526
CP-011,IW600-JS-CEN-012,1,0.001206887454212738
CP-007,IW600-UK-GBR-025,0,0.005535592920437015
CP-072,IW600-MS-KA-020,0,0.022245150433210154
CP-100,IW600-UK-GBR-037,0,0.03782816210606174
CP-079,IW600-UK-GBR-017,0,0.0
CP-096,IW600-JS-CEN-001,1,0.01764446230571861
CP-007,IW600-MS-UP-018,0,0.01750492655627918
CP-001,IW600-MS-CEN-005,0,0.005013188610693247
CP-079,IW600-TN-TN-010,0,0.0
CP-016,IW600-TN-TN-073,0,0.0
CP-078,IW600-MS-CG-016,1,0.03546401408958728
CP-061,IW600-MS-CG-017,0,0.0019652962791707244
CP-007,IW600-JS-CEN-014,1,0.0023919314196398154
CP-091,IW600-MS-UP-007,0,0.026302391555229888
CP-017,IW600-MS-CEN-005,0,0.00509234308866393
CP-056,IW600-MS-GJ-016,0,0.04189900952407187
CP-035,IW600-JS-CEN-004,1,0.056575053675030934
CP-059,IW600-JS-CEN-007,0,0.007901277550563432
CP-006,IW600-TN-TN-057,1,0.07992766805196923
CP-053,IW600-MS-GJ-001,0,0.01101457519519687
CP-013,IW600-MS-KA-009,0,0.014570812690585187
CP-066,IW600-UK-GBR-058,0,0.01877279289544172
CP-015,IW600-MS-CEN-005,0,0.007189818185824771
CP-048,IW600-MS-MH-003,0,0.026902853212992437
CP-029,IW600-MS-UP-017,0,0.05433349023374217
CP-081,IW600-US-USA-043,0,0.017004425283393357
CP-015,IW600-MS-KA-018,0,0.004016306243801129
CP-097,IW600-MS-RJ-006,0,0.014656536172870414
CP-005,IW600-TN-TN-050,1,0.04529312268871497
CP-030,IW600-JS-CEN-001,1,0.01887147734462542
CP-097,IW600-MS-AS-008,0,0.03596069479893427
CP-020,IW600-MS-AP-005,0,0.06368465824260994
CP-073,IW600-JS-CEN-006,0,0.041630262767875986
CP-091,IW600-JS-CEN-012,1,0.0011475390683733859
CP-002,IW600-UK-GBR-001,0,0.006664286409022958
CP-063,IW600-MS-BR-001,0,0.02529135866512444
CP-064,IW600-UK-GBR-030,0,0.0009658574684380922
CP-042,IW600-TN-TN-087,0,0.012175375065601277
CP-088,IW600-MS-CEN-005,0,0.024074624759487583
CP-004,IW600-MS-CEN-002,1,0.0
CP-083,IW600-TN-TN-042,0,0.0030279930717150095
CP-048,IW600-UK-GBR-021,0,0.007884799700472386
CP-026,IW600-MS-UP-003,1,0.06369625571156118
CP-046,IW600-MS-AS-019,0,0.00467033723673545
CP-017,IW600-UK-GBR-051,0,0.0035494776613439623
CP-013,IW600-MS-AP-013,0,0.005368188616215388
CP-026,IW600-JS-CEN-015,0,0.028005443685256173
CP-090,IW600-MS-CEN-002,1,0.0
CP-081,IW600-TN-TN-053,0,0.016604972200644
CP-088,IW600-JS-CEN-013,0,0.04843653022395771
CP-081,IW600-UK-GBR-051,0,0.00421917598805313
CP-015,IW600-MS-KL-018,0,0.04745981314822849
CP-091,IW600-UK-GBR-018,0,0.014322926813195703
CP-060,IW600-JS-CEN-006,0,0.03646654394693065
CP-005,IW600-MS-AN-003,0,0.010460036323833959
CP-030,IW600-TN-TN-103,0,0.02017030983313079
CP-048,IW600-MS-MH-011,0,0.04380121607718459
CP-082,IW600-JS-CEN-011,0,0.045814862296326544
CP-097,IW600-TN-TN-127,0,0.024614394574405146
CP-097,IW600-MS-KA-011,0,0.013409043577148543
CP-012,IW600-MS-AN-011,0,0.004441496223809618
CP-015,IW600-TN-TN-073,0,0.0
CP-069,IW600-UK-GBR-039,0,0.0017651560092176812
CP-072,IW600-UK-GBR-033,0,0.0029721814582857934
CP-029,IW600-US-USA-033,0,0.01738108169161137
CP-031,IW600-JS-CEN-004,1,0.036469577572231605
CP-047,IW600-JS-CEN-003,1,0.026902518114664653
CP-055,IW600-MS-HP-014,0,0.01539019181307549
CP-050,IW600-MS-MH-014,0,0.05208383430591759
CP-030,IW600-US-USA-009,0,0.010410516741128232
CP-021,IW600-MS-AP-017,0,0.06419694817556687
CP-051,IW600-MS-CEN-002,1,0.0
CP-057,IW600-MS-GJ-001,0,0.020342652855126948
CP-083,IW600-MS-AP-006,0,0.02348201922155655
CP-040,IW600-US-USA-010,0,0.012540688424806847
CP-008,IW600-MS-CEN-002,1,0.0
CP-100,IW600-US-USA-033,0,0.015336637582484602
CP-063,IW600-MS-CEN-002,1,0.0
CP-091,IW600-US-USA-012,0,0.034157671490471136
CP-011,IW600-TN-TN-015,0,0.005966244338274621
CP-055,IW600-US-USA-023,0,0.013035812944311914
CP-100,IW600-US-USA-019,0,0.001026638733409834
CP-022,IW600-MS-AP-005,0,0.06910931983724693
CP-073,IW600-JS-CEN-013,0,0.04725668146911577
CP-015,IW600-MS-RJ-017,0,0.006758304371187847
CP-055,IW600-MS-HP-004,0,0.015198035927387369
CP-092,IW600-MS-AR-007,1,0.059762903396464534
CP-099,IW600-JS-CEN-004,1,0.04253911983241797
CP-021,IW600-MS-DL-002,0,0.0201714336233079
CP-061,IW600-UK-GBR-057,0,0.03367514847269815
CP-030,IW600-JS-CEN-005,0,0.01185038486093963
CP-055,IW600-MS-BR-012,0,0.005986724743725304
CP-007,IW600-MS-MH-013,0,0.013917651871269405
CP-004,IW600-TN-TN-067,0,0.027870940265792073
CP-002,IW600-MS-CH-012,0,0.006542994240524238
CP-077,IW600-MS-CG-001,0,0.057763434685802084
CP-052,IW600-MS-GJ-001,0,0.013503603881393341
CP-052,IW600-MS-GJ-007,1,0.07857871551453967
CP-080,IW600-JS-CEN-013,0,0.034262391610348296
CP-075,IW600-JS-CEN-004,1,0.02564085422349348
CP-007,IW600-MS-GA-003,0,0.004742035902624715
CP-085,IW600-TN-TN-125,0,0.029173988857930933
CP-020,IW600-UK-GBR-030,0,0.011961587203334465
CP-008,IW600-TN-TN-073,0,0.009651455947597996
CP-044,IW600-MS-RJ-017,0,0.011197648617679124
CP-080,IW600-TN-TN-116,0,0.006195875395614818
CP-042,IW600-MS-KA-001,0,0.0062267491476141225
CP-034,IW600-JS-CEN-013,0,0.029046738846557323
CP-016,IW600-MS-AP-018,0,0.010525866351848021
CP-013,IW600-MS-CEN-006,1,0.02483629224413699
CP-073,IW600-MS-CEN-006,0,0.015432404269307646
CP-049,IW600-MS-MH-007,0,0.03734154072555275
CP-098,IW600-MS-AP-010,0,0.0028094478896147474
CP-012,IW600-MS-AP-012,0,0.017291767634577543
CP-082,IW600-UK-GBR-028,0,0.002874303973259216
CP-019,IW600-MS-AP-016,0,0.03791184670237688
CP-097,IW600-TN-TN-053,0,0.10986837235841117
CP-019,IW600-MS-AP-018,1,0.03710848014040708
CP-063,IW600-JS-CEN-006,0,0.025369319203112688
CP-050,IW600-TN-TN-039,0,0.023034032799840506
CP-047,IW600-MS-MH-001,0,0.044817969220225046
CP-061,IW600-UK-GBR-041,0,0.00637186953446298
CP-047,IW600-JS-CEN-012,1,0.0
CP-083,IW600-MS-CG-001,0,0.05445554025379636
CP-034,IW600-MS-CEN-001,0,0.03689692214561504
CP-006,IW600-MS-UP-015,0,0.017676397922847774
CP-023,IW600-MS-BR-001,0,0.01572574850849353
CP-092,IW600-US-USA-029,0,0.014952818150685714
CP-006,IW600-JS-CEN-002,0,0.018330366103087647
CP-014,IW600-TN-TN-102,0,0.031113351133391153
CP-004,IW600-TN-TN-117,1,0.025369652129940794
CP-056,IW600-MS-GJ-001,0,0.011929310588201774
CP-039,IW600-MS-CEN-002,1,0.0
CP-014,IW600-MS-DL-011,0,0.023296988544859207
CP-060,IW600-MS-CEN-006,0,0.015586794118258975
CP-065,IW600-MS-GA-013,0,0.0014138453285158924
CP-006,IW600-TN-TN-106,1,0.05986122108583691
CP-099,IW600-MS-GA-020,0,0.0031084808136142427
CP-034,IW600-MS-CEN-002,1,0.0
CP-019,IW600-US-USA-021,0,0.009374020404800724
CP-015,IW600-MS-KL-008,0,0.022653943716109966
CP-030,IW600-TN-TN-099,0,0.011956533553070704
CP-042,IW600-US-USA-045,0,0.0
CP-050,IW600-US-USA-010,0,0.014711256324347315
CP-029,IW600-MS-UP-019,0,0.0863355946566214
CP-030,IW600-MS-CG-004,0,0.014481066143196771
CP-084,IW600-JS-CEN-008,0,0.0
CP-006,IW600-TN-TN-131,1,0.09298489145458133
CP-014,IW600-MS-KL-008,0,0.02858219446218715
CP-024,IW600-TN-TN-049,0,0.008292149958396944
CP-089,IW600-JS-CEN-011,1,0.02813419714031437
CP-064,IW600-UK-GBR-022,0,0.017839383583775778
CP-006,IW600-TN-TN-094,1,0.056701377648843025
CP-089,IW600-JS-CEN-013,0,0.025477103625496884
CP-007,IW600-MS-RJ-018,0,0.012287151986674787
CP-097,IW600-JS-CEN-006,0,0.050094543171046724
CP-091,IW600-MS-CG-016,0,0.006066044166584478
CP-097,IW600-JS-CEN-001,1,0.02489766042009959
CP-023,IW600-MS-HR-006,0,0.015704287286003614
CP-091,IW600-MS-KL-006,0,0.018309988919782392
CP-053,IW600-UK-GBR-002,0,0.0
CP-036,IW600-TN-TN-105,0,0.03620756477105048
CP-013,IW600-MS-CEN-002,1,0.0
CP-031,IW600-TN-TN-049,0,0.008444212095550099
CP-042,IW600-UK-GBR-020,0,0.006622797539054751
CP-063,IW600-JS-CEN-007,1,0.016492168263084174
CP-042,IW600-TN-TN-075,0,0.0
CP-100,IW600-JS-CEN-005,0,0.00393434839980863
CP-062,IW600-TN-TN-086,0,0.020369499732151394
CP-098,IW600-MS-CEN-005,1,0.005386788907396983
CP-077,IW600-MS-CEN-004,0,0.004391632239759687
CP-004,IW600-JS-CEN-008,0,0.0017734570427201
CP-084,IW600-MS-KL-001,0,0.006025825096157078
CP-052,IW600-MS-GJ-013,0,0.046316716906493124
CP-060,IW600-UK-GBR-007,0,0.004557403329579306
CP-039,IW600-MS-CEN-001,0,0.03692189712695844
CP-002,IW600-TN-TN-104,1,0.046223587268263595
CP-077,IW600-MS-CG-009,0,0.03735433676841455
CP-077,IW600-MS-AR-005,0,0.012505127598391697
CP-049,IW600-MS-CEN-002,1,0.0
CP-006,IW600-TN-TN-087,0,0.03790929315553602
CP-024,IW600-MS-AP-018,0,0.038547284774114184
CP-085,IW600-MS-CEN-001,0,0.03124072090435641
CP-037,IW600-MS-RJ-002,0,0.05479884468776275
CP-038,IW600-UK-GBR-042,0,0.0
CP-007,IW600-JS-CEN-004,1,0.041767366276173924
CP-072,IW600-MS-RJ-020,0,0.01418816554226057
CP-018,IW600-MS-CEN-003,0,0.013025946468750904
CP-007,IW600-MS-RJ-002,0,0.04452891037629888
CP-031,IW600-UK-GBR-022,0,0.008825722966645307
CP-021,IW600-JS-CEN-013,0,0.03028523504978481
CP-083,IW600-US-USA-003,0,0.02902889099699867
CP-048,IW600-UK-GBR-012,0,0.003984247602590186
CP-076,IW600-MS-CG-009,0,0.03429435584828546
CP-045,IW600-MS-MH-009,0,0.04665244814617701
CP-063,IW600-MS-BR-007,0,0.03705560843577132
CP-096,IW600-UK-GBR-046,0,0.0
CP-020,IW600-JS-CEN-005,0,0.0043474447770863525
CP-048,IW600-MS-CG-017,0,0.001992622822511223
CP-032,IW600-MS-CEN-006,1,0.033010690178012066
CP-047,IW600-JS-CEN-013,0,0.03290667662199221
CP-014,IW600-MS-DL-002,0,0.019748779538659642
CP-030,IW600-MS-MH-017,0,0.0052228822887745874
CP-089,IW600-MS-CEN-002,1,0.0
CP-030,IW600-MS-AP-013,0,0.012252470382912092
CP-058,IW600-MS-GJ-013,0,0.030914720714576488
CP-022,IW600-MS-CEN-001,0,0.01853840693867251
CP-062,IW600-MS-BR-009,0,0.05552341550904824
CP-045,IW600-JS-CEN-010,0,0.015486579987108682
CP-012,IW600-MS-HP-002,0,0.020258822421176496
CP-061,IW600-UK-GBR-053,0,0.0031831755996614046
CP-046,IW600-MS-MH-011,0,0.04517538635034103
CP-100,IW600-JS-CEN-015,0,0.014965547893576243
CP-082,IW600-MS-CEN-001,0,0.022000223378404453
CP-072,IW600-UK-GBR-018,0,0.004559562331520778
CP-014,IW600-MS-KL-019,1,0.0762111522889466
CP-077,IW600-UK-GBR-025,0,0.006200927756305188
CP-001,IW600-UK-GBR-013,0,0.011531500469493739
CP-031,IW600-MS-CEN-002,1,0.0
CP-008,IW600-UK-GBR-026,0,0.0
CP-072,IW600-MS-CH-013,0,0.01270429365663433
CP-005,IW600-MS-CEN-005,0,0.004451276347197841
CP-051,IW600-MS-CEN-005,0,0.0053115070552653704
CP-006,IW600-JS-CEN-012,1,0.0
CP-030,IW600-JS-CEN-010,0,0.0262385847850805
CP-046,IW600-MS-MH-009,0,0.044413048744013126
CP-087,IW600-JS-CEN-011,0,0.044533723477553945
CP-055,IW600-UK-GBR-046,0,0.0
CP-008,IW600-MS-KA-020,1,0.04168038274584751
CP-023,IW600-MS-SK-001,0,0.00557997311577396
CP-027,IW600-UK-GBR-018,0,0.004697589571659159
CP-040,IW600-MS-KL-002,0,0.0034810938958371638
CP-045,IW600-MS-MH-005,1,0.04850842341587232
CP-024,IW600-MS-AP-020,0,0.04044024924812224
CP-094,IW600-MS-AS-013,1,0.02660354599140245
CP-065,IW600-MS-CEN-005,0,0.005584844781969841
CP-020,IW600-US-USA-009,0,0.010124221174975297
CP-085,IW600-JS-CEN-013,0,0.02459395008358084
CP-015,IW600-MS-KL-017,0,0.07163908062190938
CP-091,IW600-JS-CEN-010,0,0.013902389812593414
CP-036,IW600-JS-CEN-009,1,0.030620814090220275
CP-024,IW600-UK-GBR-037,0,0.0
CP-007,IW600-US-USA-013,0,0.008272163779362147
CP-015,IW600-JS-CEN-012,1,0.0
CP-060,IW600-TN-TN-028,0,0.010641123402681672
CP-042,IW600-TN-TN-042,0,0.003422273926176878
CP-023,IW600-JS-CEN-002,0,0.008269360109625798
CP-022,IW600-MS-AP-010,1,0.04069980630073589
CP-065,IW600-TN-TN-007,0,0.011081358299799778
CP-062,IW600-UK-GBR-005,0,0.004136716817582044
CP-041,IW600-MS-DL-004,0,0.022213294744955345
CP-030,IW600-MS-UP-002,0,0.06472556693483084
CP-083,IW600-US-USA-010,0,0.0120273304174958
CP-085,IW600-UK-GBR-025,0,0.005759307644563379
CP-062,IW600-UK-GBR-043,0,0.010578469182746637
CP-097,IW600-TN-TN-096,0,0.010806571797391277
CP-013,IW600-TN-TN-014,0,0.0
CP-020,IW600-UK-GBR-031,0,0.0047875355670096735
CP-054,IW600-MS-GJ-013,0,0.032288798418188984
CP-026,IW600-MS-UP-005,0,0.034146517385199915
CP-017,IW600-MS-AS-012,0,0.017121204340843136
CP-042,IW600-MS-AS-005,0,0.012884996003527124
CP-042,IW600-MS-KL-013,0,0.015980910901052157
CP-030,IW600-MS-UP-019,0,0.0865595839044723
CP-030,IW600-MS-UP-011,0,0.04789591161614798
CP-096,IW600-JS-CEN-004,1,0.04143282873047339
CP-010,IW600-JS-CEN-001,1,0.018367839440384837
CP-063,IW600-MS-BR-006,0,0.03304653487100989
CP-062,IW600-MS-BR-013,1,0.03312201008336701
CP-079,IW600-TN-TN-085,0,0.03293014972790559
CP-024,IW600-MS-AP-006,0,0.04175936296989435
CP-042,IW600-MS-KL-004,0,0.016357083044170974
CP-097,IW600-MS-UP-004,0,0.025336712942145668
CP-085,IW600-JS-CEN-007,1,0.015255842452034171
CP-004,IW600-TN-TN-044,1,0.04996065145119269
CP-009,IW600-MS-KA-012,0,0.03053688994327945
CP-083,IW600-MS-HP-006,0,0.031381040739675695
CP-018,IW600-MS-KL-019,1,0.07106304375003603
CP-042,IW600-TN-TN-108,0,0.0
CP-030,IW600-MS-KA-004,0,0.013420055127615281
CP-002,IW600-TN-TN-091,1,0.032151801345819596
CP-076,IW600-US-USA-037,0,0.00769753492083141
CP-084,IW600-UK-GBR-037,0,0.03969145035115011
CP-055,IW600-UK-GBR-048,0,0.0
CP-028,IW600-JS-CEN-004,1,0.07044491975963539
CP-013,IW600-MS-CEN-001,0,0.04090975820814435
CP-063,IW600-JS-CEN-013,0,0.026587031447629143
CP-048,IW600-MS-CEN-001,0,0.03748093266792678
CP-014,IW600-UK-GBR-059,0,0.00903418778112536
CP-067,IW600-MS-MH-001,0,0.012762195673586146
CP-030,IW600-JS-CEN-012,1,0.0
CP-057,IW600-MS-GJ-013,0,0.03160615491330686
CP-011,IW600-MS-KA-015,1,0.03939656670008988
CP-009,IW600-MS-CEN-003,0,0.014648852150234726
CP-066,IW600-TN-TN-019,0,0.021702755670645717
CP-007,IW600-MS-KA-004,0,0.051170741201313846
CP-015,IW600-MS-HP-006,0,0.019024748559405526
CP-023,IW600-TN-TN-005,0,0.0017157750253126256
CP-094,IW600-MS-KL-002,0,0.003303444329261159
CP-019,IW600-JS-CEN-013,0,0.03231299556398072
CP-082,IW600-MS-CEN-002,1,0.0
CP-058,IW600-MS-CEN-005,0,0.004074932978737721
CP-002,IW600-TN-TN-131,1,0.0854777489893649
CP-015,IW600-MS-KL-011,0,0.041158916943941234
CP-080,IW600-JS-CEN-006,0,0.034098187692429636
CP-055,IW600-MS-RJ-018,0,0.005990374979945596
CP-094,IW600-MS-CEN-005,0,0.003725702953362648
CP-092,IW600-TN-TN-106,0,0.0033430967633313194
CP-041,IW600-US-USA-029,0,0.009745733035835705
CP-052,IW600-JS-CEN-004,1,0.03749782150945015
CP-042,IW600-MS-BR-010,0,0.0010009675241971282
CP-097,IW600-TN-TN-025,0,0.001282347991478882
CP-006,IW600-TN-TN-055,1,0.052183602025632776
CP-038,IW600-TN-TN-049,0,0.0077429059219677335
CP-033,IW600-MS-AR-005,0,0.012488999762278087
CP-056,IW600-UK-GBR-014,0,0.007468527199721485
CP-040,IW600-UK-GBR-045,0,0.011410054096831941
CP-023,IW600-MS-AP-002,0,0.04546087933066601
CP-080,IW600-JS-CEN-007,1,0.022893461047912768
CP-063,IW600-MS-CEN-005,0,0.003996031246915805
CP-016,IW600-UK-GBR-018,0,0.004680641906497692
CP-055,IW600-MS-GJ-018,1,0.10471941719543613
CP-007,IW600-MS-KL-011,0,0.015596559022388195
CP-007,IW600-MS-GA-013,0,0.0013135620867023932
CP-097,IW600-TN-TN-017,0,0.00980089582773604
CP-055,IW600-MS-UP-002,0,0.028594816918838827
CP-004,IW600-JS-CEN-013,0,0.0423124882439706
CP-051,IW600-MS-MH-015,0,0.04191224728030844
CP-075,IW600-MS-CEN-002,1,0.0
CP-043,IW600-MS-KA-020,0,0.024099301578425325
CP-050,IW600-UK-GBR-004,0,0.012173363938995775
CP-023,IW600-TN-TN-073,0,0.0
CP-011,IW600-TN-TN-085,0,0.03552391262435088
CP-022,IW600-TN-TN-063,0,0.043782140785754424
CP-046,IW600-MS-AN-005,0,0.002991040192777505
CP-002,IW600-MS-KL-011,0,0.02637739917781001
CP-058,IW600-MS-GJ-001,0,0.019897625425643176
CP-023,IW600-MS-CG-002,0,0.012914895259399074
CP-035,IW600-MS-RJ-019,0,0.0772853528822797
CP-048,IW600-JS-CEN-001,1,0.017868176985365504
CP-079,IW600-JS-CEN-002,0,0.016542053998817967
CP-040,IW600-TN-TN-034,0,0.03485783918247949
CP-097,IW600-JS-CEN-003,0,0.03195532111490574
CP-023,IW600-TN-TN-057,0,0.005212817229596028
CP-061,IW600-MS-BR-018,0,0.03843942285531327
CP-026,IW600-UK-GBR-001,0,0.044059316668988
CP-033,IW600-UK-GBR-001,0,0.015570809720869277
